,Recipe ID,Ingredient ID
583,75,843
584,75,3750
585,75,3686
586,76,15
587,76,3051
588,76,3676
589,76,3822
590,76,490
591,76,3745
592,76,2540
593,76,2335
594,76,490
595,77,1506
596,77,490
597,77,872
598,77,3822
599,77,843
600,77,1082
601,77,1889
602,78,15
603,78,3051
604,78,490
605,78,3822
606,78,1083
607,78,3686
608,78,2340
609,79,3364
610,79,3359
611,79,1082
612,79,15
613,79,490
614,79,3822
615,79,3686
616,79,3359
617,79,1705
618,79,1390
619,79,3099
620,80,15
621,80,3822
622,80,3051
623,80,3676
624,80,3715
625,80,3686
626,80,798
627,81,3822
628,81,3051
629,81,499
630,81,490
631,81,3686
632,81,1082
633,81,3822
634,81,490
635,81,3750
636,81,3686
637,82,693
638,82,1810
639,82,1082
640,82,3750
641,82,3715
642,82,3821
643,82,490
644,82,3822
645,82,3821
646,82,3750
647,83,3855
648,83,1821
649,83,1082
650,83,3715
651,83,1197
652,83,1193
653,83,2472
654,83,808
655,84,883
656,84,490
657,84,1082
658,84,493
659,84,3750
660,84,2540
661,84,490
662,84,808
663,84,1701
664,85,15
665,85,1082
666,85,3822
667,85,3686
668,85,490
669,85,2357
670,85,3676
671,85,499
672,85,490
673,85,3676
674,85,808
675,85,721
676,86,493
677,86,3290
678,86,3715
679,86,1584
680,86,452
681,86,721
682,86,3822
683,86,808
684,86,2335
685,86,1082
686,86,3750
687,87,490
688,87,2335
689,87,808
690,87,3686
691,88,3822
692,88,3715
693,88,721
694,88,15
695,88,168
696,88,1082
697,88,3686
698,88,3051
699,89,15
700,89,3822
701,89,3051
702,89,2335
703,89,490
704,89,3686
705,89,1076
706,89,490
707,89,808
708,89,1774
709,89,3686
710,90,962
711,90,548
712,90,181
713,91,3855
714,91,1239
715,91,3822
716,91,490
717,91,1584
718,92,490
719,92,3676
720,92,3822
721,92,1082
722,92,15
723,92,3051
724,92,3686
725,92,2236
726,92,2335
727,92,808
728,92,3676
729,93,1506
730,93,3822
731,93,490
732,93,872
733,93,1082
734,93,1078
735,93,3822
736,93,15
737,93,1705
738,94,3855
739,94,3715
740,94,1082
741,94,3290
742,94,452
743,94,1584
744,94,808
745,94,2335
746,94,3686
747,95,15
748,95,3822
749,95,993
750,95,3676
751,95,1082
752,95,3686
753,95,490
754,95,499
755,95,2357
756,95,490
757,95,2540
758,95,2335
759,96,1506
760,96,3822
761,96,490
762,96,872
763,96,3822
764,96,843
765,96,3290
766,96,3686
767,96,29
768,96,3051
769,96,1082
770,97,962
771,97,1810
772,97,3290
773,97,3715
774,97,1082
775,97,3745
776,97,3108
777,98,15
778,98,3822
779,98,452
780,98,490
781,98,2335
782,98,3686
783,98,181
784,98,1071
785,99,872
786,99,490
787,99,1571
788,99,808
789,99,3686
790,99,2335
791,100,266
792,100,1082
793,100,3715
794,100,721
795,100,3686
796,101,3791
797,101,301
798,101,1082
799,101,3715
800,101,303
801,101,721
802,101,808
803,101,490
804,102,962
805,102,1810
806,102,3290
807,102,1082
808,102,21
809,102,3108
810,103,693
811,103,2424
812,103,1082
813,103,3108
814,104,3822
815,104,1071
816,104,3686
817,104,15
818,104,3051
819,104,2335
820,104,57
821,104,3822
822,104,1584
823,105,57
824,105,3822
825,105,1584
826,105,15
827,105,3051
828,105,3822
829,105,3715
830,105,2472
831,105,3686
832,105,1082
833,105,808
834,106,3822
835,106,518
836,106,3051
837,106,2335
838,106,1076
839,106,3686
840,106,21
841,107,1082
842,107,15
843,107,3822
844,107,3051
845,107,3686
846,107,490
847,107,3822
848,107,3686
849,108,1076
850,108,3051
851,108,3822
852,108,15
853,108,693
854,108,1810
855,108,1082
856,108,1078
857,108,3750
858,108,3715
859,109,15
860,109,3822
861,109,3676
862,109,3715
863,109,1082
864,109,499
865,109,3051
866,109,1813
867,109,1774
868,110,490
869,110,1506
870,110,721
871,110,872
872,110,1082
873,110,3018
874,110,3686
875,110,3290
876,110,721
877,110,3290
878,110,2223
879,110,3018
880,111,2077
881,111,3822
882,111,3715
883,111,66
884,111,1082
885,111,808
886,111,2087
887,112,2432
888,112,1083
889,112,490
890,112,3822
891,112,499
892,112,3686
893,112,15
894,112,1600
895,112,3051
896,112,549
897,112,871
898,112,490
899,112,808
900,113,518
901,113,3051
902,113,1082
903,113,798
904,113,3822
905,113,3686
906,113,871
907,113,2335
908,113,808
909,113,1584
910,113,3686
911,113,3364
912,113,529
913,113,3822
914,113,3750
915,113,2119
916,113,3359
917,113,1705
918,113,3664
919,114,1506
920,114,3822
921,114,1584
922,114,3664
923,114,872
924,114,3822
925,114,1082
926,114,3686
927,114,57
928,114,3822
929,114,1584
930,114,721
931,115,3051
932,115,1076
933,115,3822
934,115,490
935,115,2335
936,115,3686
937,115,21
938,116,872
939,116,490
940,116,3822
941,116,3686
942,116,1082
943,116,15
944,116,3051
945,116,528
946,116,15
947,116,721
948,117,3822
949,117,490
950,117,1071
951,117,3686
952,117,15
953,117,1480
954,117,3051
955,117,1584
956,117,1587
957,117,1571
958,117,721
959,118,456
960,118,1071
961,118,798
962,118,872
963,118,3822
964,118,3686
965,118,1082
966,118,699
967,119,3697
968,119,3664
969,119,721
970,119,872
971,119,3822
972,119,3686
973,119,1082
974,119,3108
975,120,872
976,120,3822
977,120,1071
978,120,3108
979,120,693
980,121,1454
981,121,490
982,121,872
983,121,808
984,122,15
985,122,3051
986,122,490
987,122,3822
988,122,1082
989,122,2082
990,122,3686
991,122,499
992,123,3855
993,123,3290
994,123,62
995,123,3686
996,123,2469
997,123,2082
998,123,21
999,123,1821
1000,123,1082
1001,124,318
1002,124,3676
1003,124,15
1004,124,3051
1005,124,490
1006,124,3822
1007,124,1082
1008,124,3686
1009,125,1506
1010,125,808
1011,125,872
1012,125,2261
1013,125,2228
1014,125,706
1015,125,2555
1016,126,490
1017,126,721
1018,126,3051
1019,126,3822
1020,126,1082
1021,126,2335
1022,126,3686
1023,126,490
1024,126,3686
1025,126,3051
1026,126,871
1027,127,3791
1028,127,3750
1029,127,3715
1030,127,1076
1031,127,703
1032,127,808
1033,127,3686
1034,127,1076
1035,127,704
1036,128,1915
1037,128,490
1038,128,788
1039,128,872
1040,128,2241
1041,128,3822
1042,128,1082
1043,128,15
1044,128,3357
1045,129,1082
1046,129,3822
1047,129,3715
1048,129,15
1049,129,1584
1050,129,3051
1051,129,3686
1052,129,808
1053,129,2335
1054,130,518
1055,130,3051
1056,130,1082
1057,130,3822
1058,130,490
1059,130,2087
1060,131,3855
1061,131,1082
1062,131,1821
1063,131,29
1064,131,3750
1065,131,3715
1066,131,21
1067,131,29
1068,132,1082
1069,132,3822
1070,132,490
1071,132,998
1072,133,318
1073,133,490
1074,133,3822
1075,133,1082
1076,133,15
1077,133,1584
1078,133,1600
1079,133,3051
1080,133,3822
1081,133,490
1082,133,3686
1083,133,871
1084,134,1082
1085,134,490
1086,134,3822
1087,134,2098
1088,134,15
1089,134,2677
1090,135,3791
1091,135,1340
1092,135,872
1093,135,3366
1094,135,1705
1095,135,2614
1096,136,3750
1097,136,843
1098,136,1078
1099,136,2087
1100,136,3822
1101,136,490
1102,137,490
1103,137,3822
1104,137,1082
1105,137,2335
1106,137,21
1107,137,15
1108,137,3051
1109,137,3676
1110,137,944
1111,138,490
1112,138,3822
1113,138,1082
1114,138,3686
1115,138,2668
1116,138,15
1117,138,3051
1118,138,3365
1119,138,2474
1120,138,2472
1121,139,3822
1122,139,15
1123,139,2472
1124,139,1280
1125,139,1071
1126,140,518
1127,140,3822
1128,140,3051
1129,140,490
1130,140,499
1131,140,1082
1132,140,1480
1133,140,2480
1134,140,3686
1135,140,2882
1136,141,2751
1137,141,872
1138,141,1082
1139,141,3822
1140,141,3686
1141,142,3791
1142,142,1082
1143,142,3715
1144,142,871
1145,142,3290
1146,142,872
1147,142,3686
1148,142,2335
1149,142,808
1150,143,518
1151,143,3051
1152,143,3822
1153,143,3715
1154,143,1078
1155,143,3750
1156,143,2098
1157,143,1076
1158,143,871
1159,143,3822
1160,143,1705
1161,143,2094
1162,143,2074
1163,144,1506
1164,144,1604
1165,144,3822
1166,144,452
1167,144,490
1168,144,3822
1169,144,1078
1170,144,1584
1171,144,1598
1172,144,1594
1173,144,3051
1174,144,872
1175,144,3822
1176,144,1071
1177,144,1077
1178,144,843
1179,144,3686
1180,144,2082
1181,145,518
1182,145,3822
1183,145,3051
1184,145,318
1185,145,1076
1186,145,871
1187,145,3686
1188,145,21
1189,146,3855
1190,146,1082
1191,146,490
1192,146,872
1193,146,808
1194,147,3855
1195,147,1810
1196,147,808
1197,147,2335
1198,148,15
1199,148,1584
1200,148,490
1201,148,15
1202,148,3051
1203,148,490
1204,148,3822
1205,148,1071
1206,148,3686
1207,148,2335
1208,148,1239
1209,148,808
1210,149,3855
1211,149,1806
1212,149,1082
1213,149,3750
1214,149,3715
1215,149,808
1216,149,2335
1217,149,3686
1218,150,15
1219,150,3051
1220,150,3822
1221,150,490
1222,150,1082
1223,150,3686
1224,150,2335
1225,150,3676
1226,151,3855
1227,151,872
1228,151,808
1229,151,2215
1230,151,1821
1231,152,1082
1232,152,3715
1233,152,3822
1234,152,1584
1235,152,3051
1236,152,3686
1237,152,15
1238,152,57
1239,153,3822
1240,153,3366
1241,153,490
1242,153,3822
1243,153,1082
1244,153,3686
1245,153,21
1246,153,15
1247,153,3051
1248,153,3290
1249,153,3357
1250,153,3366
1251,154,57
1252,154,15
1253,154,490
1254,154,1584
1255,154,3051
1256,154,1071
1257,154,3290
1258,154,3686
1259,155,3396
1260,155,798
1261,155,3791
1262,155,1082
1263,155,3715
1264,155,15
1265,155,1398
1266,155,490
1267,155,808
1268,156,3855
1269,156,1406
1270,156,1082
1271,156,490
1272,156,3822
1273,157,3659
1274,157,798
1275,157,1468
1276,157,1474
1277,157,3686
1278,158,1506
1279,158,3822
1280,158,872
1281,158,3290
1282,158,3822
1283,158,3686
1284,158,15
1285,158,1082
1286,158,1346
1287,158,314
1288,159,872
1289,159,3822
1290,159,3676
1291,159,3686
1292,159,1082
1293,159,3108
1294,159,3290
1295,159,1506
1296,159,3822
1297,160,3822
1298,160,3715
1299,160,1082
1300,160,3750
1301,160,15
1302,160,1587
1303,160,1584
1304,160,3051
1305,160,1600
1306,160,3108
1307,161,941
1308,161,3686
1309,161,3676
1310,161,3051
1311,161,3822
1312,161,1082
1313,161,792
1314,162,3855
1315,162,2540
1316,162,3750
1317,162,1082
1318,162,3715
1319,162,3108
1320,162,2541
1321,163,15
1322,163,3051
1323,163,3822
1324,163,3715
1325,163,1082
1326,163,2472
1327,163,3686
1328,163,57
1329,163,1584
1330,163,3822
1331,164,3822
1332,164,1071
1333,164,2335
1334,164,15
1335,164,3051
1336,164,1239
1337,164,3822
1338,164,15
1339,164,1584
1340,164,490
1341,165,2538
1342,165,3855
1343,165,490
1344,165,1584
1345,166,3697
1346,166,3664
1347,166,721
1348,166,872
1349,166,3822
1350,166,3686
1351,166,1082
1352,166,3108
1353,167,490
1354,167,3822
1355,167,1083
1356,167,706
1357,167,3686
1358,167,15
1359,167,3051
1360,167,808
1361,167,490
1362,167,886
1363,167,3108
1364,167,490
1365,168,3791
1366,168,871
1367,169,704
1368,169,490
1369,169,872
1370,169,808
1371,169,2335
1372,169,1821
1373,170,15
1374,170,3822
1375,170,3051
1376,170,1584
1377,170,1587
1378,170,1571
1379,170,490
1380,170,499
1381,170,59
1382,170,1082
1383,170,490
1384,170,721
1385,170,808
1386,170,872
1387,170,3686
1388,171,693
1389,171,2643
1390,171,3822
1391,171,3686
1392,171,1082
1393,171,1810
1394,171,2335
1395,172,490
1396,172,3822
1397,172,1083
1398,172,15
1399,172,3051
1400,172,21
1401,172,26
1402,172,808
1403,172,2335
1404,172,2903
1405,172,1550
1406,173,15
1407,173,3822
1408,173,2840
1409,173,2335
1410,173,318
1411,173,490
1412,173,3686
1413,174,962
1414,174,621
1415,174,21
1416,174,1082
1417,174,3822
1418,174,490
1419,174,2335
1420,174,3108
1421,175,1082
1422,175,1815
1423,175,3715
1424,175,2077
1425,175,3750
1426,175,2087
1427,175,808
1428,176,693
1429,176,1810
1430,176,3715
1431,176,1082
1432,176,1774
1433,176,3290
1434,176,3686
1435,178,3822
1436,178,490
1437,178,1928
1438,178,1082
1439,178,15
1440,178,3051
1441,178,1600
1442,178,1584
1443,178,490
1444,178,3822
1445,178,1705
1446,178,3686
1447,179,3791
1448,179,1082
1449,179,3715
1450,179,1816
1451,179,797
1452,180,3855
1453,180,2215
1454,180,1082
1455,180,3715
1456,180,1821
1457,181,3855
1458,181,3105
1459,182,3855
1460,182,1815
1461,182,2472
1462,182,3715
1463,182,1082
1464,182,2082
1465,182,2472
1466,182,3822
1467,182,490
1468,183,2231
1469,183,3822
1470,183,1078
1471,183,15
1472,183,499
1473,183,3686
1474,183,721
1475,183,1076
1476,183,872
1477,183,2231
1478,183,808
1479,183,3686
1480,183,721
1481,184,490
1482,184,1082
1483,184,2335
1484,184,3822
1485,184,3698
1486,184,721
1487,185,490
1488,185,3822
1489,185,1082
1490,185,15
1491,185,2335
1492,185,778
1493,185,2082
1494,185,3018
1495,185,490
1496,185,3686
1497,185,3822
1498,185,3750
1499,185,778
1500,185,3018
1501,185,490
1502,185,2082
1503,185,3686
1504,186,490
1505,186,3822
1506,186,1082
1507,186,3686
1508,186,3676
1509,186,3051
1510,186,3750
1511,187,3855
1512,187,490
1513,187,1082
1514,187,3686
1515,187,872
1516,187,1082
1517,187,3686
1518,187,808
1519,188,3855
1520,188,1082
1521,188,490
1522,188,872
1523,188,490
1524,188,1082
1525,188,808
1526,189,693
1527,189,15
1528,189,2335
1529,189,3822
1530,189,2231
1531,189,2231
1532,189,3686
1533,189,1071
1534,189,1774
1535,189,3365
1536,189,808
1537,190,15
1538,190,3822
1539,190,3676
1540,190,3051
1541,190,1082
1542,190,2335
1543,190,3715
1544,190,3686
1545,190,3822
1546,190,843
1547,190,3686
1548,190,1705
1549,190,808
1550,191,3855
1551,191,1082
1552,191,3715
1553,191,2214
1554,191,1821
1555,192,15
1556,192,3822
1557,192,3676
1558,192,2247
1559,192,3750
1560,192,3686
1561,193,3855
1562,193,3682
1563,194,1082
1564,194,3822
1565,194,2087
1566,194,15
1567,194,1584
1568,194,3051
1569,194,1600
1570,194,872
1571,194,808
1572,194,490
1573,194,3686
1574,195,490
1575,195,3822
1576,195,1082
1577,195,15
1578,195,3051
1579,195,499
1580,195,714
1581,195,3686
1582,196,15
1583,196,3822
1584,196,3051
1585,196,2335
1586,196,1071
1587,196,3686
1588,196,3822
1589,196,843
1590,196,3051
1591,196,2335
1592,196,1078
1593,196,3686
1594,196,3359
1595,196,490
1596,196,808
1597,196,3686
1598,196,1774
1599,197,3819
1600,197,3472
1601,197,3051
1602,197,3849
1603,197,1082
1604,197,3822
1605,197,2247
1606,197,2335
1607,197,1473
1608,198,490
1609,198,3359
1610,198,1082
1611,198,1078
1612,198,3822
1613,198,15
1614,199,318
1615,199,490
1616,199,3822
1617,199,1082
1618,199,3102
1619,199,490
1620,199,3686
1621,200,3750
1622,200,3051
1623,200,3822
1624,200,3359
1625,200,3664
1626,200,1082
1627,201,3855
1628,201,1821
1629,201,3750
1630,201,1082
1631,201,3715
1632,201,490
1633,201,2335
1634,201,808
1635,201,3686
1636,201,872
1637,202,2967
1638,202,3822
1639,202,15
1640,202,1082
1641,202,1584
1642,202,2480
1643,202,3686
1644,202,3051
1645,203,2751
1646,203,872
1647,203,2087
1648,203,3686
1649,203,621
1650,204,3791
1651,204,3750
1652,204,3715
1653,204,1082
1654,204,3398
1655,204,706
1656,204,2903
1657,204,808
1658,204,706
1659,205,3855
1660,205,2231
1661,205,1967
1662,205,3822
1663,205,1584
1664,205,3290
1665,205,1071
1666,206,3855
1667,206,1821
1668,206,871
1669,206,3018
1670,206,3715
1671,206,1082
1672,206,3018
1673,207,15
1674,207,843
1675,207,3822
1676,207,3051
1677,207,1587
1678,207,1584
1679,207,499
1680,207,1082
1681,208,2641
1682,208,3822
1683,208,15
1684,208,3822
1685,208,3051
1686,208,1071
1687,208,2335
1688,209,490
1689,209,3822
1690,209,1082
1691,209,15
1692,209,3676
1693,209,499
1694,209,3686
1695,209,721
1696,209,872
1697,209,490
1698,209,3676
1699,209,721
1700,209,3686
1701,210,3698
1702,210,2231
1703,210,168
1704,210,872
1705,210,808
1706,210,2228
1707,211,2967
1708,211,808
1709,211,1082
1710,211,3686
1711,211,21
1712,211,3018
1713,211,1280
1714,212,3750
1715,212,2840
1716,212,1584
1717,212,1600
1718,212,1571
1719,212,1587
1720,212,3822
1721,212,15
1722,213,3822
1723,213,1774
1724,213,3051
1725,213,490
1726,213,1082
1727,213,3686
1728,213,2335
1729,214,872
1730,214,1071
1731,214,3822
1732,214,3051
1733,214,2359
1734,214,15
1735,214,3822
1736,214,3676
1737,214,3051
1738,214,3750
1739,214,3715
1740,214,742
1741,214,3686
1742,215,3715
1743,215,1071
1744,215,3686
1745,215,15
1746,215,3051
1747,215,2335
1748,215,2950
1749,215,3822
1750,215,490
1751,216,490
1752,216,3822
1753,216,1082
1754,216,3000
1755,216,15
1756,216,3051
1757,216,2999
1758,216,490
1759,216,808
1760,216,3000
1761,216,3051
1762,216,2999
1763,217,2335
1764,217,3822
1765,217,3822
1766,217,15
1767,217,1082
1768,217,3686
1769,217,15
1770,217,3822
1771,217,1082
1772,218,3855
1773,218,1821
1774,218,3750
1775,218,1082
1776,218,3715
1777,218,490
1778,218,2335
1779,218,3686
1780,218,872
1781,218,808
1782,219,3108
1783,219,490
1784,219,2113
1785,219,3686
1786,220,520
1787,220,404
1788,220,3750
1789,220,1082
1790,220,3715
1791,220,1398
1792,220,3564
1793,220,1821
1794,220,2335
1795,220,2622
1796,221,1071
1797,221,3822
1798,221,3715
1799,221,15
1800,221,3051
1801,221,1584
1802,221,1302
1803,221,721
1804,222,962
1805,222,15
1806,222,2335
1807,222,3822
1808,222,3686
1809,223,3822
1810,223,1082
1811,223,15
1812,223,3051
1813,223,2335
1814,223,3822
1815,223,1584
1816,224,3051
1817,224,15
1818,224,1082
1819,224,3822
1820,224,2335
1821,224,808
1822,225,490
1823,225,3822
1824,225,1083
1825,225,518
1826,225,1703
1827,225,3686
1828,225,22
1829,225,808
1830,226,3715
1831,226,1082
1832,226,3822
1833,226,15
1834,226,3051
1835,226,1584
1836,226,1600
1837,226,872
1838,226,2335
1839,226,3686
1840,226,3051
1841,226,808
1842,228,3791
1843,228,693
1844,228,3867
1845,228,449
1846,228,2742
1847,228,2464
1848,228,2045
1849,228,531
1850,228,3121
1851,229,721
1852,229,1454
1853,229,872
1854,229,808
1855,229,490
1856,229,3686
1857,230,3855
1858,230,1821
1859,230,2335
1860,230,168
1861,230,621
1862,231,15
1863,231,3822
1864,231,490
1865,231,3686
1866,231,1071
1867,232,3715
1868,232,1082
1869,232,3822
1870,232,15
1871,232,3051
1872,232,1571
1873,232,1584
1874,232,1600
1875,232,499
1876,232,3686
1877,232,2785
1878,232,721
1879,232,490
1880,232,499
1881,232,941
1882,232,3822
1883,232,3686
1884,233,3750
1885,233,490
1886,233,2357
1887,233,3359
1888,233,3750
1889,233,15
1890,233,3822
1891,233,3051
1892,233,3290
1893,233,490
1894,233,3686
1895,233,1082
1896,234,490
1897,234,3822
1898,234,1082
1899,234,3686
1900,234,15
1901,234,3051
1902,234,499
1903,234,2087
1904,234,490
1905,234,872
1906,234,808
1907,234,3686
1908,235,1510
1909,235,490
1910,235,872
1911,235,3822
1912,235,2335
1913,235,1082
1914,235,3290
1915,235,3686
1916,235,15
1917,236,47
1918,236,15
1919,236,3051
1920,236,1584
1921,236,1082
1922,236,3822
1923,236,3715
1924,236,3686
1925,236,3822
1926,236,1584
1927,237,3855
1928,237,1812
1929,237,786
1930,237,2335
1931,237,1821
1932,237,1705
1933,237,3822
1934,238,1078
1935,238,490
1936,238,721
1937,238,3686
1938,239,518
1939,239,3822
1940,239,3396
